apresiasi,kritik,ulasan
0,1,sumpah gajelas bgt anj jaring bagus tapi gabisa buka aplikasi nya kocak
0,1,ini yang layan sehat biar kata daftar bayar umum ribet semua tanggal bisa penuh full ama pasien mending jgn di buag aplikasi ini deh percuma
1,0,bagus informasi bisa cepet dan saran dan aju bisa lebih mudah
0,1,uda mau jalan 1 bulan tpi blom ada informasi tentang aju dan mohon jdi sy blom bisa beri pringkat terkadang sy mngunduh ulang lagi krna aplikasi ini tidak bisa buka tolong beri saya informasi yg akurat tentang aju dan mohon saya
1,0,sangat bantu dan cepat poko is the best buat aplikasi salam
0,1,yg bikin aplikasi di cek dulu belum rilis gak sih aplikasi gak bisa pakai kok sudah di rilis mau pilih file foto gak bisa gak keluar file explore nya buruk sekali aplikasi nya tidak guna
0,1,tolong dong admin untuk tim sport untuk lapang gor cimak untuk hari kamis jam 9 malem gak bisa pencet trus untuk bulan februari keluarin tanggal semua kita orang cimak aja gak bisa pake fasilitas yg ada dikomplek kita sendiri
0,1,fitur verifikasi dan validasi tahap ke 2 tdk muncul di apk
0,1,napas kok semua cctv nya gabisa akses jelek bgt kualitas tolong dong perintah jogja dibenerin lagi app ini buat mudah rakyat
0,1,ini dasar apa ya ngelolosin verifikasi buat bantu modal dlm program tangerang kita bisa tidak lalu survei dll hanya dasar nik saja seperti nya kurang tepat sasar bantu modal nya uninstall
0,1,aplikasi kurang responsif sering loading hambat sekali moga segera tingkat
0,1,tolong lah untuk daftar puskesmas susah banget daftar tutup melulu padahal masih pagi banget kan aneh aplikasi yang eror atau rusak kalo di puskesmas asli aja masih ada daftar nya
0,1,kenapa hasil tidak aman padahal saya sudah isi sesuai dan jujur tidak ada riwayat pergi lama 14 tidak ada gejala covid 19 dan score kenapa 38 tidak aman mohon di baik kembali aplikasi ngaco ini
0,1,aplikasi gak guna bulan tiap hari coba daftar selalu penuh penuh
0,1,tiap mau daftar tanggal merah terus percuma pakai apk kalau mau daftar ga bisa tolong dong si baik lagi
0,1,tolong server baik saya kali kali login tidak bisa selalu ada baca jadi salah server dan time out keluar sendiri terimakasih
1,1,aplikasi ini sudah cukup bagus namun belum lihat fungsi interaktif contoh justru tdk ada kolom saran masuk utk aplikasi sendiri pilih bahasa yg guna khas gaya asn jaman kolonial i o milenial tdk ada layan chat 24 7 jangan tanggung kalau mau masuk ke era digitalisasi tq
0,1,kenapa ya telah update akun saya otomatis hapus dan saat coba login notifnya akun tidak daftar padahal alamat email dan passwordnya sudah benar bagaimana sedang semua lamar saya via jobfair di tangerang live
1,0,mantap aplikasi dan layan saya rubah data ktp satu hari kerja selesai dan esok hari tinggal ambil ktp di mall layan publik timoho mantap pokoke
1,0,mantul
0,1,iki piye tho dab arep mlebu di jaluki nomer nik trus omonge nomer nik durung daftar pas daftar nganggo nomer nik omonge nomer nik sudah daftar diwolak walik tetep ra dadi bagus tapi tidak bisa daftar tiap kali isi form daftar dengan nomer nik sampai selesai selalu ada pemberitahuan kalo sudah daftar tapi kalo masuk langsung dengan no nik pemberitahuannya bahwa nomer anda sudah daftar padahal saat daftar selalu gagal aplikasi ne iseh uji coba po yo
1,0,sangat bantu banyak fitur dan informasi yang manfaat sekali bisa lapor ganggu lingkung via aplikasi dan direspon serta tangan dengan cepat terima kasih
0,1,suruh update terus kan ngabisin kapasitas kalo ga diupdate malah ga bisa buka aplikasi tolong dong baik updatenya cukup 1 tahun sekali gitu dong
1,0,sangat bantu untuk dapat informasi sebar covid 19 di kota jambi
1,0,sikojanya bagus banget aku suka
1,1,saya tau info aplikasi ini dari forward ibu saya saya sudah coba dan ecek kerja yg ada di aplikasi ini dan hampir semua fungsi dengan baik kecuali bagi input data di loker saya tidak bisa pilih lurah krn tidak ada option nya lebih oke dan recommended banget kok untuk kalian yg jg ingin sudah men-download aplikasi ini dan ingin beri ulas baik saran komentar tolong guna bahasa yg baik tidak kasar sbg cermin warga depok yg santun ya
1,1,untuk aju dokumen mudah sekali cuman untuk syarat ambil dokumen tidak tera di web maupun aplikasi kalau ada saya kasih 1 bintang lagi hatur nuhun
0,1,jadi susah login lagi kenapa email yg pertama di sapawarga jadi ga bisa masuk alah jadi pusing sampe sekarang ga bisa login
1,0,mantap jambi kece
0,1,pertama download aplikasi langsung dsuruh masuk akun padahal bom punya akun ga ada pilih buat daftar akun gimana mau masuk aplikasi kalau gin cara
0,1,gak ada solusi layan masih buruk
1,1,bagus sy aju beberapa dokumen telah proses selesai yg ada di dokumen pdf hanya satu mohon baik sistem supaya semua dokumen bisa di print out sendiri
0,1,di akses ngga bisa oleh bbrp kk harus bisa untuk mudah yang tak ada hp terus ribet ya ga kaya di alpukat betawi klik nama lngsng otomatis data kita dan engga usah ngisi formulir terus cmn foto syarat nya bisa fotocopy atau asli dan bbrp menit lngsng jadi terus kirim lwt wa email yu bisa atuh mudah segala dan kalo offline yaallah tugas minta duit mulu apalgi bojongloa kaler satpol pp nya mnta 250 lngsng beres layan sama oprator udh 2blm kk blm jd
1,0,keren banget aplikasi sangat bantu
0,1,buat daftar akun aplikasi ribet banget ussername yang pilih kata udah pakai semua gimana dong kan jumlah manusia di indonesia banyak wajar dong kalo sama mah
0,1,percuma kirim adu di apk ini ngk akan selesai masalah yg ada di kampung saya
1,0,keren lapor besok langsung atas kalo perlu buatin etle tapi masyarakat bisa akses
0,1,bingung pis gak kayak sipade dan sibenar mah mudah di erti yg ini mah sulit pis untuk nyetak ny aja sy bingung aduh
0,1,mohon solusi untuk isi tes di bagi combo box gak bisa klik sehingga tidak bisa selesai testnya padahal android ku 5 1 1 dan internet ku stabil banget tp masih blm bisa pake aplikasi ini mohon solusi
0,1,kalau di banyak area live cctv ny mungkin jd lbh bagus seperti di tambah live cctv di area simp jelutung adipura dll
0,1,awal2 aplikasi ini bagus banget saya lapor ditanggapin eh skrg saya udh nulis adu tiba2 history adu saya hilang padahal adu saya masih dalam proses ditindaklanjuti begitu saya cek lagi ktnya error dan history adu saya hilang akhir saya uninstall begitu login tidak bisa login pdhl username dan password suda benar bagaimana ini solusi saya jadi ga tau hasil lapor saya ke warga sudah atas atau blm tolong di baik
1,0,terimakasih hanya butuh waktu 2 hari untuk dapat file kk yang baru agar bisa diprint ulang
0,1,datang ke lurah suruh via aplikasi gilir masuk ke aplikasi gabisa di akses lagak smart city sambil belum siap untuk itu -
1,0,bagus sangat bantu sekali terima kasih
0,1,dengan aplikasi ini bukan makin cepat mudah proses namun makin lambat sudah 2 minggu lebih saya aju surat pindah belum jg selesai dan saya coba chat satu2 kontak yg sudah sedia situ namun tdk ada yg jawab kecewa layan buruk sekali
0,1,saya harus laku vaksinasi yang ke 2 hubung tempat vaksinasi pertama tidak terima vaksinasi tahap ke 2 karena jenis vaksn astrazeneca sedang kosong dan tugas security saran untuk daftar lewat aplikasi jaki saya pun langsung daftar lewat aplikasi jaki jumat 10 september 2021 dengan bawa bukti daftar lewat aplikasi jaki saya tuju ke tempat yang sudah daftar anter dengan sangat panjang dan pada akhir saya di tolak oleh pihak yang tugas
0,1,sering restart ulang ponsel nya sekarang pun tidak bisa scroll ke bawah ruang notofikasi
0,1,ini aplikasi yg error atau gimana sih saya mau daftar vaksin untuk dosis pertama ko susah banget ya pas mau pilih lokasi faskes yg tera cuma sedikit padahal di daftar kuota yg sedia banyak pilih faskes nya sesuai wilayah yg pilih kuota nya pun masih ada sampe bolakbalik app jaki cuma buat mastiin tapi hasil sama aja bikin pusing padahal butuh bngt buat lamar kerja tolong dong baik lagi sistem aplikasi jangan sulit masyarakat
0,1,saya daftar ga bisa ya khusus kolom camat dan lurah tidak muncul apa
0,1,mau login ke jaki susah bgt gk msuk2 mohon di baik cepat
1,0,bantu sekali dalam hal layan instalasi per terus tingkat dan buat jadi lebih mudah untuk penguna
0,1,nomor adu 112 di tlp di reject terus mau sampai keluh susah sekali
0,1,tuk aplikasi bagus lihat lengkap tapi lama verifikasi sampai sekarang belum bisa di akses proses lama bangettttttt
0,1,lama buka nya aplikasi ini loading nya delay bgt
0,1,ga bisa login harus di perangkat lama aplikasi sulit ga bisa reset password di perangkat baru
1,0,aplikasi unik tapi butuh pertama kali guna aplikasi ini buat akte lahir buat anak dua kami jenis kelamin perempuan mudah2an depan nya lebih baik lagi dan tingkat semua fasilitas terima kasih tangerang live
0,1,beberapa bulan lalu nyoba error trs ok tinggalin aja males sekarang coba lg masih sama weslah uninstall ae
1,0,asiap
1,0,terimakasih kasih jaki saya dan keluarga sangat bantu dengan aplikasi ini layan cari vaksin sangat mudah akurat dan susun dengan rapih rencana good design and best target for user matursuwunn jaki
1,1,dengan ada nya jaki ini lumayan sedikit ringan kerja dan nambah wawas juga tapi terkadang sedikit ribet juga guna nya inti nya bantu lah
0,1,tambah cctv yg banyak di aplikasi
1,0,sangat bagus
1,0,mantap untuk lapor kerja
1,1,lumayan baik dan lebih di tingkat atau tambah lagi fitur2 nya
0,1,gimana sih tiba tiba data sy yg tlah verifikasi mlh bs kembali jd ke awal dan harus verifikasi ulang data tp stlh cb ulang lagi mlh tdk bs karena nik dan email sdh daftar alas nik dan email tdk sinkron di cb lagi mlh notif nya srh masuk nik yg lain pdhl akun yg itu itu juga emang nik kita ada berapa sungguh tdk masuk akal dan sangat ribet banget
0,1,pada saat sy aktivasi pertama kali dapat salah ketik utk nik sehingga sy nyata bagai duduk luar kota yogyakarta harus 3471xxx tp balik 3741xxx untuk betul nik ini bagaimana cara tanpa harus ganti email dan no hp terima kasih
0,1,knp pindah datang udah gak ada pindah dalam kota pun juga gak ada
1,0,sapawarga sangat bantu masyarakat bisa interaksi dgn perintah dengan bagi fitur si dalam sangat guna sekali mantap
0,1,tolong dong gimana masa panjang npwp gk bisa di tangerang live dan udah coba hubung customer servis di abain tapi di read doang tolong dong pihak dari apk ini mau daftar blk jadi susah sekarang make gituan terimakasih
1,0,sangat bantu untuk yg kerja kantor jd tdk perlu ijin atau cuti untuk ke disduk lsg saya telah guna 2x untuk urus akta mati ortu dan dua2nya sangat cepat proses
1,0,benar sangat bantu di kondisi pandemi seprti skrg gk harus antri daftar proses juga cepat sukses terus salam mudah an bisa beri layan yg lebih baik lagi buat masyarakat kota bandung
1,1,yang salah apk nya atau data nya awal download daftar mbr stlah update malah tidak daftar untuk kembang serta instansi yg kait dalam aplikasi ini ayok di baik pasti anggar juga tidak sedikit dan lagi karena daftar nya pake nik harus data sudah integrasi dengan semua data sesuai nik jadi ketika masuk ke menu lain tidak perlu daftar lagi pasu nik dan lain ayoo semangat jangan hambur hambur anggar demi penting pribadi atau golong surabaya hebat
1,0,layan responsive tinggal sabar tunggu antri antri juga proses dengan cepat aju jumat senin ada koreksi baik tambah dokumen selasa sudah selesai karena sabtu minggu libur
1,0,proses aju tidak ribet mudah dan proses cepat sedia bagai pilih gerai geulis untuk ambil kartu fisik good job admin ramah tahan cetak di gerai l cepat kilat andai daftar dtks dinsos kayak gin yah
0,1,update yg baru bnyk bug atau errornya tolong baik apa di sana it yg buat apk ini gak ngetes dahulu ya it kok gak smart2 acan
0,1,verifikasi lewat email pesan belum masuk pas sudah masuk akun credential telah itu verifikasi tidak valid daftar ulang pasti email sudah pakai
1,1,sangat bantu proses nya cepat cm pd saat cetak data sedikit sulit krn pada saat d buat pdf ukur terlalu kecil
1,0,sangat bantu dgn aplikasi ini saat pandemi dgn segala batas kita masih bisa urus bagai dokumen duduk dgn sanagt mudah terimakasih
1,0,terima kasih sangat bantu bikin kia uda jadi bikin akte lahir nunggu cetak sangat bantu daftar online ke puskesmas juga ok
0,1,mohon tinjau lagi tidak ada yg positif dari aplikasi ini sering update tanpa tingkat performa buang buang anggar lebih baik alokasi untuk didik dan sehat daripada untuk sesuatu yg tidak jelas guna mau minta antar ga bisa mau cek kk ga bisa buat akte lahir dari 3 bulan lalu sampai sekarang masih proses padahal jelas satu minggu sudah selesai
0,1,susah untuk masuk tiap masuk harus ganti pasword baik layan dong bikikn pusing
0,1,sangat kecewa saya kira dgn makin online makin mudah malah makin sulit sdh bas kali daftar online utk puskesmas sukmajaya selalu penuh pdhl itu fktp saya situ istri mau periksa kandung mohon utk dinas kait utk tambah jumlah dokter moga baca dinas kait
0,1,percuma aja zaman pake online tpi knp para manula di utama shrusnya para kerja di tambah lgi jdi biar khusus mana tuk manula ni mah pasien keburu mati kali di puskesmas karna manula di utama alias tidak pakai nmor antri
1,0,aplikasi cukup bantu dan mudah dalam pemrosesan tingkat
1,0,simple cepet efisien ga bertele2 so fast deh pokok thank you
0,1,parah bnget selalu keluar sndiri ni apk
1,0,terima kasih kepada pemkot surabaya yang selalu benah dan jadi lebih baik semangat terus kami bangga jadi warga surabaya
0,1,aplikasi dsw bikin ribet aja mau obat sama kontrol aja mesti rebut daftar online yang kuota sangat sedikit
0,1,sangat tidak bantu untuk daftar periksa catin puskesmas minta online tapi selalu penuh atau server masalah
0,1,pilih aplikasi disdukcapil saat ingin masuk nik tidak muncul keyboardnya bagaimana input data
0,1,mau daftar trs mau login tp kk susah gk bisa2 padahal data sudah sesuai kartu identitas
0,1,yg di dalam teras 2 ga bisa di lihat dari aplikasi ini jadi kurang bagus
0,1,sudah daftar buat kartu kuning tinggal nungguu verifikasi sampai malam pas buka lagi malah sangka bukan warga kota tangerang kenapa ya dan tbtb ga lolos
1,0,satu kata maaannntaaab
0,1,apakah aplikasi ini sudah terap seluruh wilayah harus ada kontrol sayang aplikasi yang bagus tapi praktek masih ada antri kerumun warga dan daftar manual
0,1,sulit masuk tak uninstall aja
1,0,terimakasih dengan ada aplikasi salam alhamdulillah semua di mudah ga ribet dan cepat
0,1,ko disdukcapil kota lain lebih baik yah banyak kecewa kalo bandung haha sangat bantu cuman sdmnya yg sangat tidak pada 1 no telepon kantor yang tidak pernah ada yang angkat 2 tidak ada call center 3 fasilitas chat cuma bual 4 tidak ada fasilitas 5 nik bayi kalo belum rekam tidak bisa pakai untuk aju akta rekam harus datang ke kantor sedang ke kantor gaboleh tapi fasilitas minta tolong tidak pernah ada
0,1,stuck di menu login gak bisa masuk krn blum daftar krn tdk ada menu registrasi aplikasi yg aneh
0,1,buruk
1,1,aplikasi sangat bagus untuk layan dan adu ke pemkot yogyakarta namun saya kira sistem aman bisa lebih tingkat lagi ingat sekarang ini begitu mudah copyan kk bisa cecer dan temu orang
0,1,kenapa dengan app ini padahal saya mau buat akun tapi engga bisa udah saya whatsapp tapi engga dibales tolong tindak lanjut karena saya juga butuh aplikasi ini tolong perintah jawa barat
0,1,gimana ya ini abis daftar online puskesmas kok malah apk nya keluar sendiri mau login gabisa coba dong tolong kok error trus padahal nomor antri puskes ada di apk nya gmn kalo gabisa di buka harus kalo emg daftar online dr apk nya jgn susah masyarakat dong hadeuu baik lagiii jgn buat susahhh
0,1,sudah register via aplikasi ada bukti barcode pre-screening di aplikasi tetap aja begitu sampai di lokasi tetap isi form register dan isi form screening jadwal jam 10 - 11 tunggu sampai jam 1 siang dan belum ada tanda bakal dpt gilir akhir putus pulang next info aja kalau ini vaksinasi on site jadi kita bisa siap datang subuh atau nginap sekali di gbk download aplikasi krn vaksinasi kirain guna nyata tidak juga
0,1,saya mau download kok ga bisa2 ya udah bbrp hari ini tunda melulu padahal semua aplikasi foto dan video sudah saya hapus2in tp msh aja bgtu tunda padahal memori masih banyak 33 94gb lagi tolong dong
0,1,cctv dak bs akses
0,1,aplikasi kagak bisa dipake selalu muncul tidak ada internet klo gak bs baik ganti aja developer atau kontraktor
0,1,belum maksimal apps nya untuk menu kartu keluarga tidak ada mau tambah nama anak bingung
1,0,bagus bpjs terdetek dan daftar bisa dilakuka terimakasih terus tingkat srmoga jadi lebih baik lagi
0,1,mau ngurus baharu ktp sudah verifikasi juga saya udh isi biodata foto ktp yg rusak dan foto diri sendiri dan awal tunggu gilir mau ngecek lagi suruh update dan sudah saya instal dan telah instal malah di histori ilang
0,1,data kuota vaksinasi ga sinkron tiap mau daftar vaksin selalu kuota penuh sedang untuk daftar vaksin harus lalu jaki atau peduli lindung jarang ada yg buka on the spot tolong dong benah sudah sering jadi jawab cuma kirim e-mail adu tapi aplikasi tetap tidak benah
0,1,tidak lancar di saat butuh logout sendiri
0,1,admin tolong di baik lagi ketika saya buka apk nya selalu server tidak temu dan ketika masuk selalu ada baca jaring seluler anda lemah padahal sinyal saya bagus gak lemah mohon di baik lagi apk nya saya mau masuk warga terima bantu jdi susah karena kendala sebut kirain bakal bantu ehh malah di sulit mohon segera di baik
0,1,saya bingung aplikasi yg di buat husus untuk rw ko server nya burung ga ngerespon terus tolong dong d baik
1,1,aplikasi bantu banget tapi terlalu sering untuk di update tolong lah ya di baik lagi jangan tiap buka app suruh update terus
1,0,sangat manfaat dan guna untuk tahu informasi kota jambi
0,1,aplikasi pilih pilih tipe mrek handphone tidak semua handphone bisa download aplikasi ini
0,1,link verifikasi nya tidak valid terus ketika mau daftar akun
0,1,aplikasi yg nyusahin mau verifikasi nik aja susah bukan maen beda kek aplikasi swasta yg tanpa foto ktp foto sambil megang ktp ini benar aplikasi ini fungsi apa aplikasi kok mirip kek pinjol pake foto megang ktp
0,1,kalo bikin aplikasi yang dukung rasio lama juga dong saya mau ngisi telah henti mulu grgr rasio ga sesuai sesuai sama seluruh hape dong jangan hp rasio baru doang yg support gimana si dana jakarta buat bikin aplikasi gede kan masa iya ngebug
1,0,bagus kali koja trans itu mnlantap
0,1,sampurasun sampai saai ini belum ada latih bagaimana guna aplikasi sapa warga utama tata cara untuk buat acount hatur nuhun
0,1,update jss versi 3 0 123 baru wifi free hotspot tidak fungsi d imanapun tolong baik
1,1,sangat bantu sekali kepada giat yang saya kerja dengan ada aplikasi ini namun sayang servernya masih lelet maka saya kasih 3 star
1,0,aplikasi sudah ada maju moga makin ada tingkat lagi dan mudah masyarakat jogja dalam urus administrasi duduk
0,1,mohon untuk bisa akses oleh warga juga ga cuma urus rw dan saji data siapa saja terima bantu dan jenis bantu yg dapat supaya kita bisa lihat siapa saja yg dapat bantu dan yg tidak karena kami warga kali kali di suruh ngumpulin fotocopy kk dan ktp oleh rt rw takut disalahgunakan
1,1,saya kasih bintang empat dulu aplikasi bagus tapi kenapayah saya bikin akte lahir sudah selesai dari aju terus suruh di buka di dokumen pas di buka ga ada jadi dokumen kosong maaf minta bantu terima kasih
1,1,cctvnya bantu tapi saya suka belum update cctvnya tidak bisa zoom lg
0,1,makin kesini makin ribet nih aplikasi masa iya registrasi aja udh upload ktp trs masih dimintain selfie sm ktp nya serasa lagi daftar lowong kerja padahal tinggal konek email aja enak ga ribet mau ngecek ektp aja kudu begini puyeng
1,1,cukup bantu mohon jangan hanya rw tapi untuk rt pun di beri aplikasi minimal sama seperti rw
1,1,sekarang aplikasi ini cukup bantu untuk cari kerja dan tidak kalang rw namun untuk isi data diri agak sulit tidak bisa di klik maupun pilih jadi akun sampe s3karang tidak di verifikasi sudah chat wa namun tidak ada respon samasekali mohon untuk baik lagi
0,1,udah daftar antri malah surah daftar ulang lg astaga aplikasi sampah taik
0,1,aplikasi nya tidak bisa saat saya isi identitas lurah camat rt rw nya kgk bisa di buka tolong di baik aplikasi nya udh lama bngt kgk bisa buka dan lama nungguin hasil nya
0,1,lama lama aplikasi ini makin besar kuota nya karena tiap minggu sekali harus diuppdate trus aplikasi jdii agk kurang muas juga terima kasih
1,1,keren ringan di hp lawas juga fungsi yg luar biasa bbrp kali mau daftar rs pratama error pdhl nunggu lewat jam 00 agar bagi tapi telah coba cara kala lalu bisa goodluck untuk depelopnya sehat terus untuk kita semua moga ga error2 lagi trims
0,1,aplikasi yang buat orang kesal sudah tes clm hasil nge hang lama banget lalu app nutup sendiri belum keluar qr begitu mao ulang tunggu minggu padahal sudah mao berangkat pesawat jangan ngerepotin deh
1,0,nice
1,0,sangat bantu untuk tahu sebar kait berita covid-19 informasi yang lain
0,1,telah diupgrade malah tidak bisa buka hapus saja tidak manfaat habis kouta saja
1,1,aplikasibagus tuju jogja smart city apk masih perlu baik salah satu contoh seperti akses cctv belum bisa akses
1,0,versi baru sangat beda dengan dulu lebih bagus performa juga baik
1,1,ini benar adalah ide yg sangat luar biasa tapi tidak bareng dengan kesiap mengapa saya kata begitu karna nyata masih banyak fitur dalam aplikasi yang tidak kerja dengan optimal saya guna aplikasi ini karna ada tugas dari sekolah tapi apa saya coba guna fitur jakclm lalu saya isi jenis kelamin tetapi tidak bisa tolong ya untuk devloper segera di baik
1,0,sangat bantu dengan aplikasi ini moga bisa lebih mudah untuk bantu warga
0,1,kenapa selalu update mulu isi yah smaa aja baru berapa hari yg lalu sudah di update kenapa pas mau buka update lagi status anda nyebelin banget nih aplikasi tolong dong aplikasi di baharu jangan suruh kita update mulu
0,1,lihat hasil tes mandiri yang kita isi telah isi mana karna belum di download saya cari2 tidak ada padahal sudah selesai karna pencet jadi tidak sempet ke download harus ada riwayat terima kasih
0,1,selamat siang maaf saya mau tanya saya kan bis upgrade dsw yg baru ko gak bida di buka ya apa hp nya spek nya kurang pa gmna ya mohon bantu merk hp oppo a1k
0,1,awal doang bagus sekarang gk guna banyak masalah
0,1,assalamualaikum warahmatullahi wabarakatuh tolong nih di respon dengan sangat tuk kolom adu kenapa harus pakai foto dulu untuk apa pakai foto dahulu itu 2 tanya yg beda ya tolong jawab kenapa tidak langsung ada kolom adu yg upa artikel atau narasi yg tanpa ada nya foto pun harus bisa kirim send dan jika mmg nt harus serta foto kan bisa nanti ada tambah option tolong jawab terima kasih wassalamu alaikum warahmatullahi wabarakatuh
0,1,selamat siang izin tanya 1 untuk layan sehat - daftar online untuk pol kia kuota berapa ya kok selalu kuota habis 2 apakah bisa tambah fitur date picker untuk laku daftar online sehingga user dapat pilih tanggal untuk daftar online existing hanya bisa h-2 h-1 dan h dasar alam sudah 2 kali ingin daftar online salah satu layan sehat selalu habis kuota mohon evaluasi dan update fitur-fiturnya untuk mudah masyarakat salam
0,1,mohon untuk baik aplikasi server error mulu dari siang gak bisa daftar di tlp via wa atau call center juga sibuk semua tolong jelas depan jika ada event seperti ini mohon siap lebih baik lagi terimakasih
0,1,ini abis baharu aplikasi malah jadi keluar2 mulu mohom baik segera
0,1,parahh di menu ubah profil upload paklaring yg muncul sim c di suruh isi rt rw tapi ga bisa di klik kalo yg akses banyak pasti force close bikin aplikasi jgn setengah2 pak
0,1,tidak bisa daftar online karena tanggal tidak connect walau sudah ulang kali aplikasi di download hapus
0,1,untk data terima bantu luas sembako dari data sapa warga cantum namany tp tidak terima kartu kenapa bisa gitu ap salah masukin data nya mohon penjelasanny
1,1,bagus aplikasi nya namun blm cakup seluruh penting masyarakat yg di lingkung rw karena ruang usul masih tutup sementara saat ini hanya baru bisa lihat giat giat lingkung rw saja dan jalin komunikasi saja antar urus lingkung rw itu belum semua rw se jabar bisa komunikasi karena tidak semua rw aktif guna aplikasi ini
0,1,sementara bintang 3 dlu karna maaf saya masih bingung kenapa tiap daftar akte telah isi tanggal dan jam slalu keluar perintah tutup aplikasi lagi atau kirim ulang terus padahal saya sudah kosong memori hp
0,1,bintang 3 dulu kok gk bs daftar vaksin ya kata bs dipake tgl 10 juli ini dh tgl 04 oktober gimana cara nya
1,0,aplikasi sangat mudah erti layan relatif lebih cepat dan aju bisa laku mana saja tidak harus pulang kampung dulu
1,0,sangat bantu dalam dapat informasi dan mudah di acses
0,1,hubung dengan padat lalu lintas saat ini di kota bandung kami lihat nya tidak ada personil tugas polisi lalulintas baik itu di tempat2 yang padat maupun pada jalan jalan empat utama pada waktu pagi hari tanya mana gerangan para personil ini di tempat
0,1,nama sapawarga tapi khusus untuk rw kenapa terus kenapa aplikasi ada di playstore kalau hanya untuk rw saja lebih baik untuk warga juga biar perintah desa sejawa barat lebih transparan hadap warga kena informasi bantu apa yang ada di jawa barat itu hanya saran saya aja bagai warga jawa barat
1,1,aplikasi bagus dan udah instal baru sadar kalau ini aplikasi seperti hanya untuk jogja kota kecewa yaaaa
1,1,3 dulu ya aplikasi bagus cuma usul aja daftar deteksi domisili dan tempat lahir domisili mgk daerah lain tapi lahir dan besar di jogja mohon timbang jadi member aplikasi bagaimana orang lahir di daerah lain tapi domisili saat ini di jogja suwun
1,0,mudah untuk cek pajak kendara dan daftar puskesmas
0,1,mau ikut susah minta ampun pertama ada alas tunggu ampe tanggal sekian bru bisa apply telah itu apa lagi kuota penuh bagi dalam kota tidak bisa tunggu bla bla terus aja ada terang beda padahal tinggal klik lamar duank tapi ga bisa bisa taiiiiii
0,1,dear pemkot surabaya tolong untuk apk ini di luas lagi bukan hanya untuk warga lokal surabaya tetapi mampu cakup warga luar kota yang tinggal di surabaya atau kontrak dan kost terima kasih
0,1,dan pada inti untuk urus surat di lurah camat tetep guna surat fisik yg akhir 2x kerja klo memang urus surat surat tidak bisa pake aplikasi atau aplikasi belum bisa kerja cara maksimal tolong di jelas detail untuk yg sudah laksana atau belum laksana itu urus surat apa saja agar jelas biar tidak bikin rancu 2x kerja jelas juga syarat syarat yg harus di upload di aplikasi apa saja itu baru smart service
0,1,daftar perlu foto ktp dan foto ktp dengan diri sendiri aplikasi nasional jenis peduli lindung aja ga perlu swafoto diri dengan ktp saya ragu perintah bisa jaga data lagi pula untuk apa swafoto dengan ktp salah salah aman data jika curi bisa jadi pinjol dan jahat lain sangat tidak ramah dengan privasi
1,0,sangat bantu sekali dan sangat mudah aju serta proses juga sangat mudah terimakasih buat disdukcapil terus tingkat layan
0,1,kecewa banget error apa gimana gatau pas klik daftar vaksin belum daftar bisa trs kalau mau masuk harus punya akun dulu pas udah daftar akun gabisa di klik dong kesel banget kira ngaruh sama jam mulai pukul 8 nyata sama aja
0,1,sudah 4 hari daftar masih muter aja blm bisa masuk aplikasi parah jelekny
1,1,layan cepat dan lancar mohon aplikasi salam tambah fitur2 yg lebih mudah lagi
0,1,aplikasi apa kaya gin pencet menu vaksin malah gak bisa malah keluar lagi ana it nya pada bodoh bgt kerja nya bikin aplikasi kaya gin main gak ada serius nya gimana depok mau bagus tikus das nya kaya gtu dan anak it nya juga gak becus
0,1,hp sayang yg belum ilang mau login lgi di hp yang baru ga bisa tolong dong bantu ga usah ribet gin jadi sudah mau login juga
1,0,saya langsung beri bintang 5 tanpa basa basi dari awal proses instalasi aplikasi aju mohon sampai ambil dokumen yang sudah jadi jalan lancar tanpa kendala mohon ubah kk cara online lsg jadi kurang dari hari dengan cetak mandiri mohon ktp ubah lsg jadi kurang dari tengah hari dan lsg bisa ambil ke loket mall layan publik di balaikota timoho ada baik belum aju mohon yg ingin dpt siap dokumen dukung
0,1,gak bisa daftar daftar selalu tulis eror lalu bagaimana solusi
0,1,aplikasi banyak bug tolong dong sering force close padahal cuma daftar puskesmas doang terus sering jalan sendiri aps nya dan buat ganggu
1,0,belum nyoba adu masyarakat overall tuju sekali dengan aplikasi ini
0,1,keren sedikit saran min tolong cctv live ny di tambah sama cctv daerah rawan celaka dan daerah rawan jahat
0,1,coba seluruh wilayah kota jambi bisa connect cctv pasti lbih bagus
0,1,ngirim file tidak bisa alias bug masih ada
1,0,akhir bisa masuk juga pakai lebih gampang nyata dan ga ribet terima kasih
1,0,sangat bantu moga makin bagus depan
1,1,saya senang depok makin maju tiap puskesmas bisa daftar online tapi pas mau daftar susah minta ampun tgl sekian telah penuh silah ganti tgl lain gilir ganti tgl lain tetep aja nggak bisa tetep penuh juga kalau awat gigi kata dokter maksimal satu minggu harus kembali tapi mau daftar susah nya minta ampun
0,1,assalammualaikum wr wb maaf saya kasih bintang 2 karena ada masalah dalam hal server yang kurang baik jadi buat kerja kurang efisien perihal waktu jadi makan oleh kondisi server yang kurang baik alias lemod mohon untuk di baik kembali dan di uji coba kembali terima kasih
1,0,mantap pis mudah dalam oleh informasi dan layan untuk butuh warga kota bogor
