ulasan,apresiasi,kritik
  penting  perlu warga masyarakat bantu perintah update kendala maju kota surabaya program hebat walikota erji moga konsisten tri terima kasih  pak eri - armuji  ,1,0
  apliaksi respon cepat bagus  ,1,0
  bagus bantu warga  ,1,0
  cepat tanggap layan publik  ,1,0
  respon cepat nyata lapang  beda mohon benah lapang  ,1,1
  buka hari minggu  ,0,1
  terima kasih pemkot surabaya selalu benah jadi baik semangat bangga jadi warga surabaya  ,1,0
  penting mudah2 an baca pimpin bukan staff e  ,1,0
  bagus perlu benah maju surabayaku  ,1,0
  susah daftar akun kemarin  ,0,1
  kalau   kirim video gambar obyek lapor  ,0,1
  bagus   hubung pemkot surabaya   warga  ,1,0
  mantap update baru  ,1,0
  tiga bintang dulu adu tanggal 1 april sekarang tanggap  ,1,0
  adu sini selalu direspon cepat pihak kait direspon tindak lanjut cukup lega hati responnya bikin hati ayem sopan  ,1,1
  bintang 1 dl coba download ulang krn kemarin tiba dpake antri online pkm  padahal  s moga skr bisa stlh dwnld ulang  ,0,1
  lapor vaksin upload foto suruh upload foto nih maksud bodoh piara nih  ,0,1
  adu sertifikat vaksin kok suwi eram tanggapane opoooooo iki gedabrus  ,0,1
  plus respon cepat perintah surabaya  ,1,0
  sekarang  respon hadap keluh warga surabaya jadi minta instansi kait bantu beri layan baik warga surabaya lama pimpin ibu risma  cepat merespon keluh warga jadi harap depan baik layan keluh masyarakat bukan tempat balas chating tindak kalau perlu kasih link apabila tugas kait merespon teri terima kasih   ,0,1
  respon cepat saran maupun masalah  ,1,0
   bantu sekali butuh  ,1,0
  cepat akurat  ,1,0
   mudah muas  ,1,0
  daftar mulai jam 9 pagi jam 12 mlm  tetap  ndak  ,0,1
   bagus    bantu sayang kurang 1 instansi cantum diskominfo bravo pak wali eri cahyadi moga surabaya selalu kembang pesat kota  ,1,1
  pernah usul blt  kok  jawab selalu usul terima pernah blt mohon bantu wenang  ,0,1
  absurd sop domain surabaya benar krn banyak aku posting infosurabaya domain surabaya go id satu data krg gerak satu pemkot minta integrasi ruwet mohon baik malu bagai skom kalau alas tabel minta mohon maaf tingkat analisa patut ragu coba koreksi koordinator pemkot semenang2 anggap remeh tenaga kontrak berani tunjuk layak jadi prakom  ,0,1
  register 5 hari selalu gagal solusi  ,0,1
    saran kalau tampil semua keluh masyarakat depan beranda biar masyarakat tau keluhanya sosialisasi teri terima kasih   ,0,1
  bagus applikasi cepat proses komunikasi birokrasi  ,1,0
  verifikasi antar nikah lama rt rw sigap  ,0,1
  memang sekarang setting warga surabaya   lapor sulit bobrok tahu  ,0,1
  terima kasih  bantu bikin kia uda jadi bikin akte lahir nunggu cetak  bantu daftar online puskesmas  ,1,0
  baik cukup bantu warga kota surabaya  ,1,0
  buka kok malah  eror   ,0,1
  usia batas tahun lahir 1960  ,0,1
  mudah dlm obat  ,1,0
  kok unggas file  padahal  jadi 1pdf file kk ktp bantu  ,0,1
  smoga depan surabaya benar2 jadi smart city bsa tanggap keluh masyarakat cepat tepat  ,1,0
  mantap lapor kerja  ,1,0
    pindah datang pindah kota tidak  ,0,1
  terima kasih  bantu sekali  ,1,0
  tiap hari kok suruh update    ,0,1
  bantu komunikasi warga   perintah  ,1,0
   bantu sekali khusus warga surabaya  ,1,0
  bagaimana niat perintah daerah bangun interaksi masyarakat jalan roda perintah dukung penuh moga depan pelayanan2 lurah dinas maju jadi perlu keluar rumah kota surabaya jadi leader layan masyarakat masyarakat fokus kerja ibadah nian nikmat kota surabaya perlu diribetkan urus perintah bravo pemkot surabaya  ,1,1
  belit belit  ,0,1
   bantu proses layan  ,1,0
  susah sinyal gampang eror  ,0,1
  website sayang warga surabaya sepenuh ready luncur bikin beban ibu kader sehat isi form bengi krn sulit akses sak suroboyo  ses  ,0,1
  bagus  bantu warga surabaya cm sya tnya   stlh sya logout msk lgi  padahal  email passwordx benar bagaimana cara mskx lgi  ,1,1
  lapor malah suruh komunikasi dg lurah percuma aplikasikalaugin  ,0,1
  sya pernah komplain pihak pdam daerah sya mati smpe 8hri stlaah komplain warga ku lsng smpe sekarang air pdam daerah sya lancar jaya teri terima kasih  pemkot pdam kerja makin oke  ,1,0
  jin cepat proses asal syarat berkas lengkap  ,1,0
  syarat lihat linknya kerahasiannya jaga kan  ,0,1
   bantu tri terima kasih  banyak  ,1,0
  moga jadi jembatan komunikasi bpk walikota warga  ,1,0
   bantu sekali  ,1,0
   puas layan warga  ,1,0
  percuma kirim adu   ngk selesai masalah kampung  ,0,1
    lapor usul bansos verifikasi  ,0,1
   manfaat   semua warga surabaya terimakash  ,1,0
  login nyata pak terima kasih  ,1,0
  kirim keluan adu  ,0,1
  dear pemkot surabaya   luas bukan warga lokal surabaya mampu cakup warga luar kota tinggal surabaya kontrak kost terima kasih  ,0,1
  sukses   pak erik enak jadi kalau sulit  ,1,0
  solusi layan buruk  ,0,1
  responnya gantung jelas kritik bulet jelas kl niat kritik  jangan  pakai begini pd mslh adu warga gantung jelas  ,0,1
  applikasi guna hak bagai warga surabaya malah bikin ribet  ,0,1
  sulit masuk tak uninstall  ,0,1
  mantap lapor selesai sampai 24jam  ,1,0
  ngisi nik nik deteksi nik surabaya nyata lupa kalau warga negara kongo selatan  ,0,1
   bantu dlm keluh  ,1,0
  manfaat   warga surabaya   keluh beri saran  ,1,0
  nyoba adu masyarakat overall tuju sekali  ,1,0
  lapor memang langsung respon beberapa dinas kurang berani tegak atur alhasil tetap jadi langgar  ,1,1
   bantu hidup  ,1,0
  tambah adu pungut liar rt rw aparat marak oknum rt rw aparat macam gt baru kasih bintang 5 semangat bangun surabaya aman nyaman  ,0,1
  nomor adu 112 tlp reject keluh susah sekali  ,0,1
  masuk data respon  ,0,1
  moga rubah segala  ,1,0
  mantap respon cepat  ,1,0
  bagus  bantu sekali terima kasih  ,1,0
   bantu masyarakat  ,1,0
   bgs lbh tingkat utama saran maupun usul  ,1,0
  selalu muncul notifikasi koneksi internet padahal internet lancar ganggu input data malah sulit isi data login proses kalau ngebug mending jangan dulu dilaunching baik dulu bugnya dilaunching  banyak masalah  ,0,1
  ketua rw salah satu desa kabupaten bogor beberapa kali baik sapawarga banyak kendala utama susah login kalaupun login nge sekarang kata baik tetap susah login semua email coba mohon cerah  ,0,1
  bayar pajak kendara motor gagal siap matang    senang  jalan lancar karna mudah proses bayar pajak kendara motor  ,0,1
  kagak dipake selalu muncul internetkalautidak baik ganti developer kontraktor  ,0,1
    cara daftar gimna pesan tiket al jabar malah gagal padahal email aktif heran pas coba   damai gilir   salah bantu biar   hp  terima kasih   ,0,1
  baik databasenya 3 kali daftar pake email beda verifikasi pas log in kata sandi salah aneh sih  ,0,1
   bantu mudah warga jawa barat akses informasi pajak kendara lowong kerja layananan perijinan informasi covid jadwal vaksin konsultasi dokter satu perlu banyak cukup sapawarga jabar juara mantap  ,1,0
  habis daftar link verifikasi kirim email klik malah valid padahal 24 jam donk kalau ngasih contact centernya respons donk percuma kasih no wa contact center tap respons ig dm respons  ,0,1
  aneh daftar padahal internet kencang muncul notif periksa intrrnet mohon diinprove terima kasih  ,0,1
  bayar pajak motor susah sekali kode bayar ganggu bagaimana taat pajak perintah siap  ,0,1
  seta update cara login jdi sulit   akun verifikasi email muncul klik link verifikasi valid padahal 24 jam   akun ulang email mohon solusi  ,0,1
  mohon maaf   laku bayar pajak online sesuai tunjuk 2 bulan bayar lakuatm bca bayar hasil bukti bayar pajak sekarang tak kunjung hadir mohon tunjuk  ,0,1
  bagus  bantu mohon tetap laku baru makin bagus terima kasih  ,1,0
  periksa koneksi   akun susah tolong bantu  ,0,1
  coba tambah layan kena layan dukcapil l fiturnya sedikit jadi kurang tarik  ,0,1
  bayar pajak lewat qris lama sekali proses kece bayar  ,0,1
  pas   akun email daftar padahal sya   daftar sekali  ,0,1
  jangkau banyak butuh fitur tambah  ,1,0
  masuk kendala pasword padahal benar  ,0,1
  verifikasi lewat email pesan masuk pas masuk akun credential verifikasi valid daftar ulang email pakai  ,0,1
  layan jadi mudah integrasi cara satu pintu luar biasa  ,1,0
   bantu akses izin sapawarga akses  ,1,1
  awal kasih bintang 3 ganti jadi bintang 4 maaf kasih bintang 5 karna pertama gunain kendala komplen sana sini dulu telpon sana sini dulu baru baik moga dibagusin karna cukup bantu terima kasih  ,1,1
  sekarang cukup bantu cari kerja kalang rw isi data diri sulit klik maupun pilih jadi akun s3karang verifikasi chat wa respon samasekali mohon baik  ,1,1
  punten bayar pajak kendara nunggu skkp lama padahal terang bayar hasil teri terima kasih   ,0,1
  link verifikasi valid daftar akun  ,0,1
  daftar susah login  ,0,1
  moga kembang sesuai butuh teknologi digital  ,1,0
  bikin akun mah login tulis akun disable  ,0,1
  kok daftar akun sihh  ,0,1
  login haturnuhun sayang tiap buka posting giat  sulit tulis deskripsi komentar sulit selalu nge hang akhir keluar sendiri masuk  tetap  sulit   posting kali baru begitu berulangkali tiap posting ganti hp sami wae jadi tonton krn  sulit apolad posting giat bukan masalah admin baik  ,1,1
  e - skkpnnya unduh padahal tagih lunas fix kan  ,0,1
  informasi kendara sesuai malah muncul informasi kendara bukan milik mohon baik  ,0,1
  baru coba kalau habis hasil bagus kasih bintang fulll  ,1,0
  mantap sungguh sedih l burik jauh  jauh kata cukup   tengah hati  ,0,1
  aku baru install bayar pajak pas buka kok gabisa keluar  ,0,1
  jadi susah login email pertama sapawarga jadi masuk alah jadi pusing sekarang login  ,0,1
  verifikasi akun link valid padahal expired baik  ,0,1
  update login mohon jelas bantuanya terima kasih  ,0,1
  duh tiap bayar request gagal koneksi internet padahal sinyan kuat hape ram gede  ,0,1
  mohon baik keluar    ,0,1
    muncul koneksi internet jelas jelas internet bagus lancar ada ganggu baik  ,0,1
    akun bisa tulis  eror  mohon baik  ,0,1
  hari sabtu bayar pajak motor 3 hari proses minta kontak adu aktif  ,0,1
  pas bayar gagal warga wajib pajak kalau sistem jelek  ,0,1
  assalammualaikum wr wb maaf kasih bintang 2 masalah server kurang baik jadi   kerja kurang efisien perihal waktu jadi makan kondisi server kurang baik alias lemod mohon baik uji coba terima kasih  ,0,1
  sih bayar mode bayar yang  ,0,1
  hapus cara daftar akun susah dapet verifikasi via email pas klik malah kadaluarsa coba malah no email pakai aneh  ,0,1
  baik baik apabila aju verpal langsung tuju benar jadi lapang banyak warga dampak covid terima bantu satu perintah perhati laksana masuk sebut percuma validasi apabila akhir tuju satu ulah nyampekeun cape gawe teu kapake tungtungna urus nu katempuhan nuhun  ,1,1
   mantap  sayang denda detail apl  ,1,1
   bagus mudah mudah jembatan langsung masyarakat bawah satu saran baik isi data terima bantu sembako luas sembako pkh sesuai lapang banyak catat terima manpaat  terima kasih   ,1,1
  hadir sapawargsa versi baru aplod foto giat rw  ,0,1
  admin tambah fitur cari data filter verifikasi jadi biar mudah urut sesuai rurut sesuai rt rw teri terima kasih   ,0,1
  baik tiap buka selalu server dukung baik cepat pake wifi pake kartu sinyal bagus selalu ganggu   kerja makin lama buang buang waktu  ,0,1
  kurang komplit usul kalau semua giat verifikasi data libat sapa warga baik sifat pendataaan duduk maupun sensus yng data langsung ketua rt rw jadi valid akurat data asal tembak terima kasih  ,0,1
  download sapawarga tahu keluarga pernah bantu lama pandemi akses rw pihak desa sedang tanya selalu jawab tau sana   cari informasi pikobar nomor nik temu hubung hotline balas balas nomor hotline mesin otomatis memang daftar tahu  ,0,1
  keluarga dekat dg perangkat desa bantu tepat sasar   banyak tempat layak bantu malah pihak rt rw tiap bulan data hasil nihil mungkin data warga formalitas coba sekali perintah daerah sidak tiap daerah desa  jangan  andalaplikasi hasil tepat  ,0,1
  konsep bagus cenderung ribet informasi sifat pemberitahuan informasi sifat data khusus verifikasi validasi cari sub beberapa kali rw minta latih dar update info  ,1,1
  kurang greget euy   akses data terima bansos misal edit no urut 65 selesai back posisi awal jadi meski scroll no urut 66 moga  cepat  baik makin okeh surokeh  ,0,1
  nama sapawarga khusus rw playstore kalau rw baik warga biar perintah desa sejawa barat transparan hadap warga kena informasi bantu jawa barat saran bagai warga jawa barat  ,0,1
  selalu data verifikasi tambah sendiri padahal admin nambahin sekali password rubah samapi usaha tau tpi  tetap  tambah rata2 data masuk baru  orang  tinggal dpt tahun 2018  ,0,1
  login diarahin wa pernah direspon pesan otomatis coba jam kerja ttp direspon tks  ,0,1
  kalau serius wajib   rw instal biar saling kroscek data kalau bantu perintah bentuk tepat sasar kalau damping warga interaksi langsung rw cara online  ,0,1
  percuma akses warga cara langsung daftar sendiri bansos langsung jujur kakak daftar pkh pernah bantu sekali pernah bantu perintah mohon timbang tiap warga daftar diri sendiri perlu lewat perangkat desa  ,0,1
  bagus   mengaplod proses  cepat smg depan server tampung data besar mohon mang penting dlm perintah lapor   direspon   cepat  ,1,1
  admin baik buka   selalu server temu masuk selalu baca jaring seluler lemah padahal sinyal bagus lemah mohon baik   masuk warga terima bantu jdi susah kendala sebut kirain bakal bantu ehh malah sulit mohon segera baik  ,0,1
  maaf kasih rating 1 karna sifat tentu akses bukan layak umum kuota internet buang sia sia lanjur instal nyata akses umum nyesel  ,0,1
  lelet akses tengah malam baru nginput data sedang waktu verifikasi besok  ,0,1
   manfaat   semua saling sapa ajar wilayah adu cara langsung wilayah masing2  ,1,0
  cukup bagus alplikasi golong baru tampil cukup familiar tinggal baik cepat proses louding  ,1,1
  sapa warga  manfaat selaku rw alangkah baik kalau benah data duduk disdukcapil rw verifikasi data duduk benar temu data orang lama tinggal panggil coblos malah tinggal dunia daftar selaku terima bantu  ,1,1
  ketua rw baru sulit masuk login sapawarga tiap login balas server merespon mohon segera guna sapawarga maksimal mungkin terima kasih  ,0,1
   sayang hanya akses khusus urus rw padahal  bantu warga tempat tahu kontribusi giat tempat tinggal moga cepat akses warga masyarakat jabar  ,0,1
  rasa kes lebay tiap laku giat selalu minta ambil gambar bicara pak rt kali  - kali dokumentasi giat gx enak sih tugas suka suka sayang quotanya boros beli sendiri kalau bicara insentif malu cerita rubrik usul usul publikasi gx pernah tau mo apain lgi gx pernah ulas jawab gambar beda  ,0,1
  bikin     daftar gampang pake google form bikin daftar form daftar latar belakang   fitur mudah kerja  ,0,1
  keluar sendiri bahkan semua hilang bbrp inti baru masuk menu pencet menu tau tau keluar sendiriaplikasi  ,0,1
  tanya kalau ketua rw gaptek bagaimana kang masalah bansos desa banyak daftar terima bantu masalah data sinkron gilir minta update pihak desa pegawai bilang masa pegawai desa ngupdate data masyarakat  ,0,1
  timbang bnyak skali keluh masyarakat rt rw terkadang dlm data pilih kasih apalg bogor barat kebnyakan orng2 trdekat data bantu dampak coreng jabat perintah tingkat ufdate memuktahir data tiap tahun sj banyak nol dtks sj kasihan masyarakat benar2 layak smpai data surveiatas tindak lanjut data cara langsung lapang terima kasih  ,0,1
  kasih 5 bintang   sapawarga bagus sayang bagai rw mekar masuk emang rw a b gampang masuk sapawarga mohon rw a b masukin data aju keluh keluraha respon  ,1,1
   bantu warga jawa barat masuk susah sekali lambat servernya baik baik  ,1,1
  susah posting mengapload foto baik galeri kamera klik foto langsung home update seluruh akses baik terima kasih moga lanjut baik  ,1,1
  admin beberapa kali hubung nomor darurat   sapawarga   beberapa kali kirim email alamat email   beri   sapawarga ini balas sekali masalah pada email kirim nama mimbar yusup teri terima kasih  mohon beri solusi beri baik warga rw  ,0,1
  ponsel sapawarga kurang optimal spesifikasi ponselnya kurang tinggi program   sapawarga jadi kurang optimal bantu ssd milik pribadi ruang aju tutup  ,0,1
  bagus   aju mohon informasi tepat good jawa barat   sayang erorr jadi salah  ,1,1
  moga semua layan digital se jawa barat integrasi sapawarga  ,0,1
  bintang 1 wae kaga masuk hrs ganti email sagala endah gilir lihat pajak kendara lancar  ,0,1
  siapa daftar akun buku pentunjuk cara   email jelas cara masuk login biasa notiikasi balas aktivasi akun  ,0,1
  sapa warga sapa rw mungkin baik biar semua warga partisipasi   aju banyak warga terima bantu tepat sasar sia2 sulit  ,0,1
  mohon arah masuk selalu muncul jadi salah login   coba hubung nomor admin sapawarga jawab  ,0,1
  jadi telat bayar pajak guys gara gara sistem alami ganggu kocak  ,0,1
  sijuara   loker malah stuck jalan isi data  eror  tiap beres ngetik naik scroll jadi bolak balik scroll bawah  ,0,1
  terkadang tulis angka kurang pul  ,0,1
  sampurasun bagus admin desa ketua rw bisa pakai masyarakat luas masuk pasu username password hatur nuhun  ,1,1
  rama sapa rw ingat makna kata warga rw beda kalau bicara warga warga akses    ,0,1
  kok baru download tiba crash muncul langsung log in gda sign up jadi kepake masuk tidak sba   account  ,0,1
  mantap mudah tingkat validitas terima bantu provinsi tingkat rw awal tahap 1 banyak 42 orang jadi 159 orang bantu meski dpt sebanysk 30 orang usul 189  orang  terima 159 orang  ,1,1
  realisai data masuk 100 yang baik mudah akses  ,1,1
   muas tampil giat rw tarik upload satu foto giat like komen  ,1,0
  dulu punya sapawarga kantor desa  manfaat sekali bantu warga sekarang mn donlot munadah bantu warga  ,1,0
  bikin akun muncul koneksi padahal jaring bagus  ,0,1
  susah sekali   pasu foto fungsi tampil awal sapawarga no whatsapp klik tsrnyatactdk aktif hp  ,0,1
  coba bayar pajak kendara muncul data gimmick  ,0,1
   bantu sapa warga tau info banyak juga bantu warga dampak covid banyak warga benar benar  butuh bantu  ,0,1
  update susah mo klaim ktua rw susah lengkap data kata tlpn pakai  ,0,1
  luar benar -  benar bantu urus rw usul cepat lihat berita berita baru mantap lah maju jawa barat  ,1,0
  sapawarga  bagus bermangfaat seluruh ketua rw sejawa barat  bantu bagai ketua rw banyak informasi   ,1,0
  kalau tiap rt an punya soal pas banyak bantu sperti skarang se enak jidat pegawai desa bagiin  ,0,1
  terupdet jadi lupa yusername paswar  ,1,0
  assamu alaikum wr wb nasrudin ketua rw 021 desa karangraharja kec cikarang utara kab bekas saran tiap tampil ketua rw kalau muncul nomor hp komunikasi   ketua rw soal nomor telpon penting sekali terima kasih  ,0,1
  teteh daftar banprov kendala berkas makin ngerti transparan donk kabupaten tangerang transparan data bst terima covid mah banyak akses sendiri  ,0,1
  ketua rt barusan masuk sapawarga gampang tiap login selalu server merespon bantu sangkut aju warga warga kena dampak covid 19 terima kasih  ,0,1
  terlalu bnyak daerah all in one langsung dri pusat nyaman pke sambara eh sapawarga mungkin nnti perintah baru bkin gtu bkin murah loh  ,0,1
  bintang potong bintang 1 terlalu bagus beta kali server  eror  masuk mending ganti nama jadi sapaserver bukan sapawarga  ,0,1
  assallamu alaikum wr wb paham kena soal waktu latih waktu sebentar cara edit akun kok susah utama nama desa lurah kok mohon saran trms  ,0,1
  terima kasih sapawarga bagai ketua rw desa cisaga  bantu cepat birokrasi langsung provinsi selalu update depan tambah kan fitur warga bagai usul dtks baru terima kasih  ,1,1
  sapawarga realisasi pikir briliyan jenius pak ridwan kamil tambah wawas ilmu pola pikir muncul ide2 baru daerah akses segala informasi bagai poko mantaap poko bagai ketua rw  sangaat butuh terima kasih  ,1,0
   bantu giat rw terima kasih layan sapawarga moga depan lebik baik mudah akses semua program  ,1,0
  masuk  ,0,1
  mohon akses warga hanya urus rw saji data siapa terima bantu jenis bantu bisa lihat siapa bantu warga kali kali suruh ngumpulin fotocopy kk ktp rt rw takut disalahgunakan  ,0,1
  sapa warga bagai salah satu media satu jabar banyak informasi akses moga depan baik aamiin  ,1,0
  mohon maaf admin tingkat biar bagus keluar posting giat kolom aju buka banyak perlu aju  ,0,1
  server merespon  eror  padahal koneksi internet stabil  sulit  ,0,1
  sampurasun saai latih bagaimana sapa warga utama tata cara   acount hatur nuhun  ,0,1
    data terima bantu luas sembako data sapa warga cantum namany terima kartu gitu ap salah masukin data mohon penjelasanny  ,0,1
  sinyal  eror  stiap kirim data gagal segera baik cepat  ,0,1
  stuck menu login masuk krn blum daftar krn menu registrasi aneh  ,0,1
  bagus   cakup seluruh penting masyarakat lingkung rw ruang usul tutup hanya baru lihat giat giat lingkung rw jalin komunikasi antar urus lingkung rw semua rw se jabar komunikasi semua rw aktif  ,1,1
  bagus   msrkt jabar akun ket rw sdgkn tak smua rw jabar operasi apl dar saran kalau 1 rw 1 user oke mesti ketua rw siapa dpt wakil kegiatan2 lingkup rw dpt mnguasai it baik hingga seluruh wilayah jabar maksimal fungsi  ,1,1
   bantu kenal se jawa barat susah kenal siapa like komen  ,1,1
   bantu sekali sapawarga salah satu jembatan mempasilitasi maju kel desa daerah  ,1,0
  alhamdulilah sapawarga bantu warga tadi blum pernah bantu perintah alhamdulilah sekarang bantu meski blum seluruh tri terima kasih   ,1,0
  mantap publikasi giat wilayah masing2 daerah top sapawarga sukses jaya  ,1,0
  hubung banyak adu inisiatif dong developer update  jangan  nunggu kritik salah data warga jadi sulit bukan malah efektif sih  ,0,1
  update upload ktp halaman selalu  eror  unaith  ,0,1
  sapawarga  bantu masyarakat interaksi   perintah fitur si  sekali mantap  ,1,0
  harap gabung tambah wawas terang rw 002 desa kec pabuaran paham kena sapa warga letak salah aktip  ,0,1
  akun login buka nomor telp dapat hubung nomor admin sapa warga hubung minta password  ,0,1
  kadang server mas kurang cepat bagus bila beri space diskusi cara pribadi antar rw  ,0,1
  program  bantu mudah cari informasi kait maju wilayah sedikit kurang support apabila kasus lupa passwod  ,1,1
  tingkat kan sapa warga mudah kualitas repontime realisasi warga  ,0,1
  padahal   akun whatsapp dibales tindak lanjut butuh perintah jawa barat  ,0,1
  daftar susah himbauan urus rw gunain kalau daftar susah  ,0,1
  sampah buka  ,0,1
  maaf donload apl ber xx  a buka bleng hitam layar hp semua ijin reset ttp bleng minta masukanya  ,0,1
  lumayan bantu satu account orang rw rt akses username beda misal username rt haturnuhun  ,1,1
  restart ulang ponsel sekarang scroll bawah ruang notofikasi  ,0,1
  sebenernya adu lewat sapawarga bansos terima pernah nerima padahal cek nomor nik 6 trima baru 3 3 makan pegawai  ,0,1
  bagus wdg coba komunikasi cepat akurat janji    ,1,0
  sapawarga satu update info usul giat lingkung sosial mantap servernya biar quick respon soal kalau input suka loading beranda  eror   ,1,1
   bantu denga sapa warga loading mas kurang lancar malam hari trms  ,1,1
  bingung   husus rw kok server burung ngerespon dong baik  ,0,1
  sapawarga jadi komunikasi asa dekat warga verifikasi masuk  ,1,0
  mudah2an manfaat   akun rw urus rw  ,1,0
  baik server  eror  padahal pake wifi terima kasih  ,0,1
  awal bagus pas kesini server putus padahal jaring bagus bagai solusi  ,0,1
  pertama download langsung dsuruh masuk akun padahal bom punya akun pilih   daftar akun masuk kalau gin cara  ,0,1
  cara daftar isi nama mulai lewat wa gmail balas hampir 1jam nungguin ada balesan  ,0,1
  cukup bantu banyak ajar sapa warga arti sapa warga berapa penting desa  ,1,1
  semenjak bagai sapa warga jadi mudah komunikasi dg ketua rw se jawa barat jadi mudah   data warga   bantu propinsi jadi mudah   segala giat aspirasi keluh bantu perintah   data covid19 aqurat terima kasih sapa warga beri banyak mudah banyak bantu mudah warga   bayar pajak kendara balik nama  ,1,0
  sapawarga nyata bukan suara warga kali   tempat keluh kesah warga karna banyak rt rw kerja transparan apa segala uang uang bansos potong klau potong dapet itu2 orang2 dekat  ,0,1
   bantu sekali giat kerja sayang servernya lelet kasih 3 star  ,1,1
  bagus buka beberapa halaman hp buka halaman langsung ke halaman utama st by halaman akhir buka  ,1,1
  sampurasun bp gubernur  bantu   warga jabar kondisi sekarang serba sulit karna dampak covid 19 htr nuhun  ,1,0
  moga depan sempurna mudah operasi bantu jembatan bagai soal warga  ,0,1
  sapawarga  terima kasih  bantu informasi aktual  ,1,0
  mudah informasi komunikasi mudah mudah beri solusi thd masalah umum wsrga  ,1,0
   bantu tahu sebar kait berita covid - 19 informasi  ,1,0
  mantap kembang komunikasi   rw mudah  ,1,0
  komen pernah tanggap beneranlah bikin kuat bayar admin  ,0,1
  tingkat biar semua data rw terinput tambhkan item komunikasi rw saling koordinasi baik camat maupun antar kabupaten  ,0,1
   sayang akses aparat tempat banyak sekali bantu tepat sasar  ,0,1
    satu beri nilai rw selalu proaktif warga soal rw banyak kurang amanah  ,0,1
  mudah akses proses cepat info selalu update  ,1,0
   bantu megembangkan tahu wawas batu warga  ,1,0
  hubung padat lintas kota bandung lihat personil tugas polisi lalulintas baik tempat2 padat maupun jalan jalan empat utama waktu pagi hari tanya gerangan personil tempat  ,0,1
  bagus informasi  cepat  saran aju mudah  ,1,0
  hp install ulang sapawarga hapus bagaimana cara password wa jawab mohon arah  ,0,1
  bagus tingkat jaring server biar cepat akses  ,1,1
  ketua rw sedang bantu deket rt rw bantu tidak per kk jatah bantu ketua rw daftarin pilih pilih kalau rt rw mah  ,0,1
   baik jadi banyak bahan studi banding terap wilayah sendiri  ,1,0
  paling   mudah cari informasi tau banyak daerah jawa barat baik sisi lingkung sosial bangun  ,1,0
  daftar langsung login langsung uninstall unfaedah  ,0,1
  zaman sekarang agt22   terlalu jadul kalau rw mah   umum sj akses lbih bnyk  orang  sya kecewa karna daerah bantul ajh dw orang bkn rw sj atuh prcumakalau  hrus nyusahin  orang  mah dmn efisiensi nyakalaugitu depan pikir signifikan mudah masyarakat nnti disalahgunakan oknum  ,0,1
  senang syukur dg informasi tambah tahu baru urus lingkung  ,1,0
  tiap tambah calon terima selalu server merespo  ,0,1
  sayang upload video aju adu  ,0,1
  maaf beri bintang 3 servernya  eror  merespon  ,0,1
  cukup bantu mohon jangan rw rt beri minimal rw  ,1,1
  good bagus sekali senang komunikasi   ketua rw se jabar informasi kena giat gubernur jawa barat  inovatif selalu thinking out the box salam ti desa pagerageung tasikmalaya  ,1,0
  bantu informasi tranfaransi data bagus  baik  ,1,0
  lumayan baik tingkat tambah fitur2  ,1,1
  baru download suruh login  padahal  menu daftar jelas nih  ,0,1
  kira   warga hubung langsung tau giat rw  sayang padahal warga biasa tau buka rt rw kurang aktif dlm berita selalu miskomunikasi  ,0,1
  update sendiri username ma pasword hilang ngk lgsng login  ,0,1
   eror  no respon sidak terima bansos langgar utama jabat jabat rt an  ,0,1
   menbantu   dpt lihat kerja rw beberapa daerah pacu kerja tiap rw   semangat kerja  ,1,0
  hatur nuhun sapa warga  bantu tidak isi fitur survey mohon tinjau  ,1,1
  keren mudah depan upload video giat rw  ,1,1
   senang bantu sapa warga mudah han sapa warga jalan  ,1,0
  bagus banyak manfaat tri terima kasih  pa gupenur jbr sapawarga sebege rw mengupload giat aju usul lingkung rw salam rw04 desa wado kc wado kb sumedang semua bp rw se jbr wasalam  ,1,0
  sapawarga  bantu seluruh warga jawa barat lengkap teri terima kasih   ,1,0
   bantu informasi mudah acses  ,1,0
   bantu bagus tiap bantu dapet info sapa warga  ,1,0
   bantu moga mudah bantu warga  ,1,0
  cepat informasi mengupdate warga cepat bantu masa covid  ,1,0
  kurang efektif kalau rw gagagl teknology bodo sembako alah sasar susah ngadunya sembako lama rakyat kerjain perintah mulu  ,0,1
  cara daftar praktis lewat wa wa adminnya aktif  ,0,1
    bantu cepat info se jabar  ,1,0
  login   selalu server merespon tingkat kan dong biar gampang memferivikasi warga  ,0,1
   manfaat informasi buka wawas ajar giat rw luar sana  ,1,0
  jajar kait verifikasi lgi data fakta lapang  ,0,1
  fitur makin lengkap loading lama  ,1,1
  maksimal servernya kadang kadang suka lot so par so good  ,1,1
  bagaimana daftar gan kok malah nyuruh hubungin no wa aktip  ,0,1
  mantap baharu kalau update  ,1,1
  fitur verifikasi validasi tahap 2 muncul    ,0,1
  kok baharu yah sampai 47 bantu  ,0,1
  nama rw kasih lima bintang  bagus sapawarga  bantu terima kasih bpk gubernur jajar  ,1,0
  lama buka loading delay  ,0,1
  cctv - lihat cara online buka cctv sedang baik 12 - 03 - 2023  ,0,1
  cctv selalu baik silah coba  ,0,1
  banyak bug perhati loading lama hasil sekali mohon baik tarik gausah taruh playstore  ,0,1
   eror  bugs padahal update baik server kuat loading lama sekali  ,0,1
